timestamp,channel_1,counter
"2024-10-29T08:31:08.186Z",8054,173
"2024-10-29T08:31:08.186Z",8334,174
"2024-10-29T08:31:08.186Z",8478,175
"2024-10-29T08:31:08.186Z",7963,176
"2024-10-29T08:31:08.186Z",7860,177
"2024-10-29T08:31:08.186Z",8087,178
"2024-10-29T08:31:08.186Z",8237,179
"2024-10-29T08:31:08.186Z",8131,180
"2024-10-29T08:31:08.186Z",7939,181
"2024-10-29T08:31:08.186Z",8123,182
"2024-10-29T08:31:08.186Z",8338,183
"2024-10-29T08:31:08.186Z",8349,184
"2024-10-29T08:31:08.186Z",8069,185
"2024-10-29T08:31:08.186Z",7850,186
"2024-10-29T08:31:08.186Z",8299,187
"2024-10-29T08:31:08.186Z",8332,188
"2024-10-29T08:31:08.186Z",8061,189
"2024-10-29T08:31:08.186Z",8002,190
"2024-10-29T08:31:08.187Z",8264,191
"2024-10-29T08:31:08.187Z",8397,192
"2024-10-29T08:31:08.187Z",8258,193
"2024-10-29T08:31:08.187Z",7936,194
"2024-10-29T08:31:08.187Z",8255,195
"2024-10-29T08:31:08.187Z",8401,196
"2024-10-29T08:31:08.187Z",8485,197
"2024-10-29T08:31:08.187Z",8108,198
"2024-10-29T08:31:08.187Z",8156,199
"2024-10-29T08:31:08.187Z",8339,200
"2024-10-29T08:31:08.187Z",8415,201
"2024-10-29T08:31:08.187Z",7994,202
"2024-10-29T08:31:08.187Z",7841,203
"2024-10-29T08:31:08.217Z",8159,204
"2024-10-29T08:31:08.218Z",8363,205
"2024-10-29T08:31:08.218Z",7965,206
"2024-10-29T08:31:08.218Z",7852,207
"2024-10-29T08:31:08.218Z",8076,208
"2024-10-29T08:31:08.218Z",8325,209
"2024-10-29T08:31:08.218Z",8034,210
"2024-10-29T08:31:08.218Z",7879,211
"2024-10-29T08:31:08.233Z",8110,212
"2024-10-29T08:31:08.233Z",8221,213
"2024-10-29T08:31:08.233Z",8315,214
"2024-10-29T08:31:08.233Z",7892,215
"2024-10-29T08:31:08.253Z",7874,216
"2024-10-29T08:31:08.253Z",8206,217
"2024-10-29T08:31:08.253Z",8374,218
"2024-10-29T08:31:08.253Z",7925,219
"2024-10-29T08:31:08.253Z",7792,220
"2024-10-29T08:31:08.290Z",8312,221
"2024-10-29T08:31:08.290Z",8342,222
"2024-10-29T08:31:08.290Z",8192,223
"2024-10-29T08:31:08.290Z",7979,224
"2024-10-29T08:31:08.291Z",8137,225
"2024-10-29T08:31:08.291Z",8394,226
"2024-10-29T08:31:08.291Z",8272,227
"2024-10-29T08:31:08.291Z",8051,228
"2024-10-29T08:31:08.291Z",8025,229
"2024-10-29T08:31:08.302Z",8258,230
"2024-10-29T08:31:08.303Z",8339,231
"2024-10-29T08:31:08.303Z",8170,232
"2024-10-29T08:31:08.399Z",8183,233
"2024-10-29T08:31:08.400Z",8474,234
"2024-10-29T08:31:08.400Z",8489,235
"2024-10-29T08:31:08.400Z",8101,236
"2024-10-29T08:31:08.400Z",7887,237
"2024-10-29T08:31:08.400Z",8191,238
"2024-10-29T08:31:08.400Z",8410,239
"2024-10-29T08:31:08.400Z",8136,240
"2024-10-29T08:31:08.400Z",7875,241
"2024-10-29T08:31:08.400Z",8007,242
"2024-10-29T08:31:08.400Z",8279,243
"2024-10-29T08:31:08.400Z",8070,244
"2024-10-29T08:31:08.400Z",7696,245
"2024-10-29T08:31:08.400Z",7840,246
"2024-10-29T08:31:08.400Z",8163,247
"2024-10-29T08:31:08.400Z",8002,248
"2024-10-29T08:31:08.400Z",7810,249
"2024-10-29T08:31:08.400Z",7734,250
"2024-10-29T08:31:08.400Z",8163,251
"2024-10-29T08:31:08.400Z",8240,252
"2024-10-29T08:31:08.400Z",7963,253
"2024-10-29T08:31:08.400Z",7761,254
"2024-10-29T08:31:08.400Z",8205,255
"2024-10-29T08:31:08.400Z",8280,
"2024-10-29T08:31:08.400Z",8000,1
"2024-10-29T08:31:08.421Z",7862,2
"2024-10-29T08:31:08.421Z",8064,3
"2024-10-29T08:31:08.421Z",8240,4
"2024-10-29T08:31:08.421Z",7981,5
"2024-10-29T08:31:08.421Z",7903,6
"2024-10-29T08:31:08.421Z",8008,7
"2024-10-29T08:31:08.483Z",8339,8
"2024-10-29T08:31:08.483Z",8350,9
"2024-10-29T08:31:08.483Z",7968,10
"2024-10-29T08:31:08.483Z",7932,11
"2024-10-29T08:31:08.483Z",8111,12
"2024-10-29T08:31:08.483Z",8226,13
"2024-10-29T08:31:08.483Z",7997,14
"2024-10-29T08:31:08.483Z",7990,15
"2024-10-29T08:31:08.483Z",8263,16
"2024-10-29T08:31:08.483Z",8336,17
"2024-10-29T08:31:08.483Z",8168,18
"2024-10-29T08:31:08.483Z",7977,19
"2024-10-29T08:31:08.483Z",8002,20
"2024-10-29T08:31:08.483Z",8237,21
"2024-10-29T08:31:08.483Z",8143,22
"2024-10-29T08:31:08.483Z",7735,23
"2024-10-29T08:31:08.495Z",7758,24
"2024-10-29T08:31:08.495Z",8055,25
"2024-10-29T08:31:08.495Z",8101,26
"2024-10-29T08:31:08.521Z",7837,27
"2024-10-29T08:31:08.521Z",7708,28
"2024-10-29T08:31:08.521Z",8086,29
"2024-10-29T08:31:08.521Z",8118,30
"2024-10-29T08:31:08.521Z",7855,31
"2024-10-29T08:31:08.521Z",7708,32
"2024-10-29T08:31:08.573Z",8047,33
"2024-10-29T08:31:08.573Z",8130,34
"2024-10-29T08:31:08.573Z",7876,35
"2024-10-29T08:31:08.573Z",7731,36
"2024-10-29T08:31:08.573Z",7827,37
"2024-10-29T08:31:08.573Z",8109,38
"2024-10-29T08:31:08.573Z",8079,39
"2024-10-29T08:31:08.573Z",7868,40
"2024-10-29T08:31:08.573Z",7901,41
"2024-10-29T08:31:08.573Z",8088,42
"2024-10-29T08:31:08.573Z",8177,43
"2024-10-29T08:31:08.573Z",7772,44
"2024-10-29T08:31:08.573Z",7666,45
"2024-10-29T08:31:08.573Z",7894,46
"2024-10-29T08:31:08.579Z",8167,47
"2024-10-29T08:31:08.635Z",8062,48
"2024-10-29T08:31:08.635Z",7793,49
"2024-10-29T08:31:08.635Z",8014,50
"2024-10-29T08:31:08.636Z",8192,51
"2024-10-29T08:31:08.636Z",8140,52
"2024-10-29T08:31:08.636Z",7904,53
"2024-10-29T08:31:08.636Z",7897,54
"2024-10-29T08:31:08.636Z",8226,55
"2024-10-29T08:31:08.636Z",8249,56
"2024-10-29T08:31:08.636Z",7868,57
"2024-10-29T08:31:08.636Z",7846,58
"2024-10-29T08:31:08.636Z",8161,59
"2024-10-29T08:31:08.636Z",8296,60
"2024-10-29T08:31:08.636Z",8081,61
"2024-10-29T08:31:08.636Z",7843,62
"2024-10-29T08:31:08.639Z",8338,63
"2024-10-29T08:31:08.678Z",8430,64
"2024-10-29T08:31:08.678Z",8195,65
"2024-10-29T08:31:08.678Z",8047,66
"2024-10-29T08:31:08.678Z",8163,67
"2024-10-29T08:31:08.678Z",8333,68
"2024-10-29T08:31:08.678Z",8151,69
"2024-10-29T08:31:08.678Z",8008,70
"2024-10-29T08:31:08.678Z",8035,71
"2024-10-29T08:31:08.678Z",8234,72
"2024-10-29T08:31:08.690Z",8283,73
"2024-10-29T08:31:08.690Z",7965,74
"2024-10-29T08:31:08.690Z",7946,75
"2024-10-29T08:31:08.690Z",8062,76
"2024-10-29T08:31:08.751Z",8078,77
"2024-10-29T08:31:08.751Z",7967,78
"2024-10-29T08:31:08.751Z",7871,79
"2024-10-29T08:31:08.751Z",8056,80
"2024-10-29T08:31:08.751Z",8251,81
"2024-10-29T08:31:08.751Z",7977,82
"2024-10-29T08:31:08.751Z",7829,83
"2024-10-29T08:31:08.751Z",8080,84
"2024-10-29T08:31:08.751Z",8262,85
"2024-10-29T08:31:08.751Z",8251,86
"2024-10-29T08:31:08.751Z",7896,87
"2024-10-29T08:31:08.751Z",8109,88
"2024-10-29T08:31:08.751Z",8427,89
"2024-10-29T08:31:08.751Z",8480,90
"2024-10-29T08:31:08.751Z",8218,91
"2024-10-29T08:31:08.763Z",8109,92
"2024-10-29T08:31:08.763Z",8420,93
"2024-10-29T08:31:08.763Z",8582,94
"2024-10-29T08:31:08.781Z",8251,95
"2024-10-29T08:31:08.781Z",8180,96
"2024-10-29T08:31:08.781Z",8303,97
"2024-10-29T08:31:08.781Z",8501,98
"2024-10-29T08:31:08.781Z",8321,99
"2024-10-29T08:31:08.889Z",8256,100
"2024-10-29T08:31:08.889Z",8332,101
"2024-10-29T08:31:08.889Z",8461,102
"2024-10-29T08:31:08.889Z",8370,103
"2024-10-29T08:31:08.889Z",8173,104
"2024-10-29T08:31:08.889Z",8037,105
"2024-10-29T08:31:08.889Z",8313,106
"2024-10-29T08:31:08.889Z",8441,107
"2024-10-29T08:31:08.889Z",8155,108
"2024-10-29T08:31:08.890Z",8162,109
"2024-10-29T08:31:08.890Z",8295,110
"2024-10-29T08:31:08.890Z",8449,111
"2024-10-29T08:31:08.890Z",8105,112
"2024-10-29T08:31:08.890Z",7876,113
"2024-10-29T08:31:08.890Z",8043,114
"2024-10-29T08:31:08.890Z",8413,115
"2024-10-29T08:31:08.890Z",8168,116
"2024-10-29T08:31:08.890Z",7977,117
"2024-10-29T08:31:08.890Z",7982,118
"2024-10-29T08:31:08.890Z",8345,119
"2024-10-29T08:31:08.890Z",8308,120
"2024-10-29T08:31:08.890Z",7986,121
"2024-10-29T08:31:08.890Z",7870,122
"2024-10-29T08:31:08.890Z",8187,123
"2024-10-29T08:31:08.890Z",8257,124
"2024-10-29T08:31:08.890Z",7954,125
"2024-10-29T08:31:08.890Z",7926,126
"2024-10-29T08:31:08.890Z",8307,127
"2024-10-29T08:31:08.901Z",8326,128
"2024-10-29T08:31:08.901Z",8048,129
"2024-10-29T08:31:08.901Z",8023,130
"2024-10-29T08:31:08.979Z",8140,131
"2024-10-29T08:31:08.979Z",8440,132
"2024-10-29T08:31:08.979Z",8279,133
"2024-10-29T08:31:08.979Z",7974,134
"2024-10-29T08:31:08.979Z",8175,135
"2024-10-29T08:31:08.979Z",8485,136
"2024-10-29T08:31:08.979Z",8412,137
"2024-10-29T08:31:08.979Z",8233,138
"2024-10-29T08:31:08.979Z",8118,139
"2024-10-29T08:31:08.979Z",8481,140
"2024-10-29T08:31:08.979Z",8443,141
"2024-10-29T08:31:08.979Z",8256,142
"2024-10-29T08:31:08.979Z",7941,143
"2024-10-29T08:31:08.979Z",8172,144
"2024-10-29T08:31:08.979Z",8310,145
"2024-10-29T08:31:08.979Z",8011,146
"2024-10-29T08:31:08.979Z",7931,147
"2024-10-29T08:31:08.979Z",7983,148
"2024-10-29T08:31:08.979Z",8250,149
"2024-10-29T08:31:08.980Z",8099,150
"2024-10-29T08:31:09.000Z",7967,151
"2024-10-29T08:31:09.000Z",7970,152
"2024-10-29T08:31:09.000Z",8303,153
"2024-10-29T08:31:09.000Z",8334,154
"2024-10-29T08:31:09.000Z",7936,155
"2024-10-29T08:31:09.022Z",7828,156
"2024-10-29T08:31:09.022Z",8254,157
"2024-10-29T08:31:09.022Z",8211,158
"2024-10-29T08:31:09.022Z",8061,159
"2024-10-29T08:31:09.022Z",7962,160
"2024-10-29T08:31:09.022Z",8250,161
"2024-10-29T08:31:09.065Z",8372,162
"2024-10-29T08:31:09.065Z",8178,163
"2024-10-29T08:31:09.065Z",8010,164
"2024-10-29T08:31:09.065Z",8054,165
"2024-10-29T08:31:09.065Z",8324,166
"2024-10-29T08:31:09.065Z",8238,167
"2024-10-29T08:31:09.065Z",7977,168
"2024-10-29T08:31:09.065Z",8089,169
"2024-10-29T08:31:09.065Z",8404,170
"2024-10-29T08:31:09.065Z",8194,171
"2024-10-29T08:31:09.065Z",8084,172
"2024-10-29T08:31:09.081Z",7838,173
"2024-10-29T08:31:09.081Z",8227,174
"2024-10-29T08:31:09.081Z",8379,175
"2024-10-29T08:31:09.081Z",8148,176
"2024-10-29T08:31:09.186Z",7995,177
"2024-10-29T08:31:09.186Z",8211,178
"2024-10-29T08:31:09.186Z",8460,179
"2024-10-29T08:31:09.186Z",8234,180
"2024-10-29T08:31:09.186Z",8264,181
"2024-10-29T08:31:09.186Z",8162,182
"2024-10-29T08:31:09.186Z",8322,183
"2024-10-29T08:31:09.186Z",8271,184
"2024-10-29T08:31:09.186Z",7821,185
"2024-10-29T08:31:09.186Z",7805,186
"2024-10-29T08:31:09.186Z",8057,187
"2024-10-29T08:31:09.186Z",8160,188
"2024-10-29T08:31:09.186Z",7895,189
"2024-10-29T08:31:09.186Z",7763,190
"2024-10-29T08:31:09.186Z",8102,191
"2024-10-29T08:31:09.186Z",8308,192
"2024-10-29T08:31:09.186Z",7954,193
"2024-10-29T08:31:09.186Z",7720,194
"2024-10-29T08:31:09.186Z",7833,195
"2024-10-29T08:31:09.187Z",8046,196
"2024-10-29T08:31:09.187Z",8028,197
"2024-10-29T08:31:09.187Z",7694,198
"2024-10-29T08:31:09.187Z",7878,199
"2024-10-29T08:31:09.187Z",8134,200
"2024-10-29T08:31:09.187Z",8100,201
"2024-10-29T08:31:09.187Z",8045,202
"2024-10-29T08:31:09.187Z",7952,203
"2024-10-29T08:31:09.217Z",8186,204
"2024-10-29T08:31:09.217Z",8243,205
"2024-10-29T08:31:09.218Z",8008,206
"2024-10-29T08:31:09.218Z",7880,207
"2024-10-29T08:31:09.218Z",8209,208
"2024-10-29T08:31:09.218Z",8373,209
"2024-10-29T08:31:09.218Z",8112,210
"2024-10-29T08:31:09.218Z",7995,211
"2024-10-29T08:31:09.233Z",8169,212
"2024-10-29T08:31:09.233Z",8457,213
"2024-10-29T08:31:09.233Z",8241,214
"2024-10-29T08:31:09.233Z",8084,215
"2024-10-29T08:31:09.253Z",8011,216
"2024-10-29T08:31:09.253Z",8360,217
"2024-10-29T08:31:09.253Z",8349,218
"2024-10-29T08:31:09.253Z",7954,219
"2024-10-29T08:31:09.253Z",7940,220
"2024-10-29T08:31:09.290Z",8194,221
"2024-10-29T08:31:09.290Z",8332,222
"2024-10-29T08:31:09.290Z",7966,223
"2024-10-29T08:31:09.290Z",7956,224
"2024-10-29T08:31:09.290Z",8304,225
"2024-10-29T08:31:09.290Z",8434,226
"2024-10-29T08:31:09.291Z",8226,227
"2024-10-29T08:31:09.291Z",7837,228
"2024-10-29T08:31:09.291Z",8066,229
"2024-10-29T08:31:09.302Z",8212,230
"2024-10-29T08:31:09.302Z",8347,231
"2024-10-29T08:31:09.303Z",8019,232
"2024-10-29T08:31:09.399Z",8061,233
"2024-10-29T08:31:09.400Z",8332,234
"2024-10-29T08:31:09.400Z",8373,235
"2024-10-29T08:31:09.400Z",8123,236
"2024-10-29T08:31:09.400Z",7895,237
"2024-10-29T08:31:09.400Z",8178,238
"2024-10-29T08:31:09.400Z",8357,239
"2024-10-29T08:31:09.400Z",8037,240
"2024-10-29T08:31:09.400Z",8023,241
"2024-10-29T08:31:09.400Z",8188,242
"2024-10-29T08:31:09.400Z",8377,243
"2024-10-29T08:31:09.400Z",8265,244
"2024-10-29T08:31:09.400Z",8049,245
"2024-10-29T08:31:09.400Z",8116,246
"2024-10-29T08:31:09.400Z",8224,247
"2024-10-29T08:31:09.400Z",8202,248
"2024-10-29T08:31:09.400Z",7972,249
"2024-10-29T08:31:09.400Z",7970,250
"2024-10-29T08:31:09.400Z",8226,251
"2024-10-29T08:31:09.400Z",8287,252
"2024-10-29T08:31:09.400Z",7991,253
"2024-10-29T08:31:09.400Z",8040,254
"2024-10-29T08:31:09.400Z",8198,255
