timestamp,channel_1_clean,difference
2024-10-09T20:39:23.702Z,-87.47565022206874,8044.475650222069
2024-10-09T20:39:23.702Z,-383.12048990953167,7924.120489909532
2024-10-09T20:39:23.702Z,-525.8274240747945,8052.827424074794
2024-10-09T20:39:23.702Z,-485.2894792320533,8068.289479232053
2024-10-09T20:39:23.702Z,-361.87981501797117,8052.879815017971
2024-10-09T20:39:23.702Z,-284.38762507860116,8192.387625078602
2024-10-09T20:39:23.702Z,-303.4737162314915,8160.473716231491
2024-10-09T20:39:23.702Z,-377.03434944106937,8016.034349441069
2024-10-09T20:39:23.702Z,-442.1529190939943,8058.152919093995
2024-10-09T20:39:23.702Z,-478.57762160172484,8110.577621601725
2024-10-09T20:39:23.702Z,-497.20659748154316,7999.206597481543
2024-10-09T20:39:23.702Z,-495.8050732551588,7994.805073255159
2024-10-09T20:39:23.702Z,-455.73734400368267,8071.737344003683
2024-10-09T20:39:23.702Z,-376.50032244610935,8146.50032244611
2024-10-09T20:39:23.702Z,-292.8282738517078,8129.828273851708
2024-10-09T20:39:23.702Z,-254.7741562103151,8137.774156210315
2024-10-09T20:39:23.702Z,-295.54810444201973,8054.548104442019
2024-10-09T20:39:23.702Z,-410.3420330702938,8100.342033070294
2024-10-09T20:39:23.702Z,-554.6961911375832,7998.696191137583
2024-10-09T20:39:23.702Z,-665.2525595601759,7960.2525595601755
2024-10-09T20:39:23.702Z,-691.7391731397702,8122.73917313977
2024-10-09T20:39:23.702Z,-618.5139229212116,8096.513922921212
2024-10-09T20:39:23.702Z,-470.46960207262794,8127.469602072628
2024-10-09T20:39:23.702Z,-308.5354149124176,8065.535414912418
2024-10-09T20:39:23.702Z,-201.8739096856931,8220.873909685693
2024-10-09T20:39:23.702Z,-175.28847632986813,8064.288476329868
2024-10-09T20:39:23.702Z,-184.75771709009217,7997.757717090092
2024-10-09T20:39:23.702Z,-167.66957840589671,7960.669578405897
2024-10-09T20:39:23.702Z,-115.83337483991588,8034.833374839915
2024-10-09T20:39:23.702Z,-74.22317849649009,8189.22317849649
2024-10-09T20:39:23.702Z,-69.41356348038669,8112.413563480387
2024-10-09T20:39:23.703Z,-76.03865723879132,8068.0386572387915
2024-10-09T20:39:23.703Z,-69.2796587062751,8121.279658706275
2024-10-09T20:39:23.703Z,-74.57117170299117,8130.571171702991
2024-10-09T20:39:23.703Z,-130.9479759100235,8123.947975910023
2024-10-09T20:39:23.703Z,-225.98248199491502,7948.982481994915
2024-10-09T20:39:23.703Z,-308.9989087569784,7946.998908756978
2024-10-09T20:39:23.703Z,-363.8562774371606,8118.85627743716
2024-10-09T20:39:23.703Z,-424.65338669227367,8133.653386692274
2024-10-09T20:39:23.703Z,-505.91531078675223,8207.915310786751
2024-10-09T20:39:23.703Z,-554.1532717686713,8057.153271768671
2024-10-09T20:39:23.703Z,-498.69727478229254,8067.697274782293
2024-10-09T20:39:23.703Z,-334.3924724270682,8155.392472427068
